Gene	A19_uninfected	A20_uninfected	A21_uninfected	A22_uninfected	A23_uninfected	A19_influenza	A20_influenza	A21_influenza	A22_influenza	A23_influenza
ATP6V1E1	3107	3665	2587	3198	3745	4421	3929	3605	3971	3590
ZNF227	316	184	226	224	308	364	328	217	322	203
ZNF428	90	103	74	88	165	81	119	106	111	108
TEX101	13	4	8	10	6	18	10	15	14	9
ZNF141	1880	1580	1347	1562	1928	1924	1726	1727	1850	1282
CCL25	0	0	0	0	0	0	0	0	0	0
COX4I1	7650	11140	8816	9156	9386	11080	9869	11023	9303	8014
EMC8	506	903	599	834	998	808	782	862	888	721
GSE1	2608	2430	2020	2877	2409	2617	2673	2663	2751	1656
AC010531.1	231	99	120	88	198	256	232	121	129	178
GINS2	285	490	345	29	343	212	290	360	27	115
CHMP1A	2640	3380	2412	3130	3949	3042	2296	3514	3585	3286
SH3BGRL	3770	4170	2913	2226	5075	4236	4698	3616	3231	3846
COX7B	2032	2712	2546	2177	2504	3282	2903	3075	2654	2438
SLC34A1	13	1	2	6	2	4	2	7	14	6
F12	24	49	31	29	34	24	38	24	27	17
PRR7	87	212	102	357	198	156	221	163	305	196
NFATC1	1158	1272	673	2084	1622	1517	1479	1090	2004	1682
IDO1	0	0	0	0	0	4	2	0	5	10
GJA9	0	0	0	0	0	0	0	0	0	0
CAP1	20903	24416	15342	22652	22790	23133	18344	21257	23131	17851
PPT1	5605	6056	4699	2007	6347	5446	4114	5900	2774	3210
RAB11FIP4	554	609	837	448	708	820	653	863	545	640
RLIM	2383	2169	1955	3269	2032	3020	2679	2471	3451	1842
CDX4	0	0	2	0	0	3	0	0	0	0
ABCB7	2119	1779	1618	1720	1895	2438	1982	2162	2019	1437
TRAF3	2364	1717	1241	4555	3485	2685	2640	2320	4931	3779
HAUS8	300	275	273	192	259	300	291	321	227	223
ADGRE3	8406	10201	5443	11433	10852	10114	9632	7954	12909	7328
MRPS25	609	942	684	419	787	694	660	773	536	456
SH3BP5	3782	2600	1625	2645	4003	5774	5625	3091	2889	3195
HACL1	1551	1314	1162	1553	1679	1722	2003	1518	1716	1345
TBC1D5	9204	10963	7571	5598	8429	9421	10638	9870	6948	5467
CAPN7	4004	3291	3030	3922	3585	5540	5491	4290	3997	2940
RFTN1	3138	2998	2344	7588	3694	3329	3743	4324	7243	5281
C3orf20	94	104	40	90	153	88	85	71	123	96
RBSN	3185	2138	1910	2991	2843	3060	2951	2586	3305	2274
GALNT15	1659	1122	1105	482	2885	2967	3402	664	667	885
SLC6A6	16017	9423	9093	12322	15629	17867	14021	12907	13282	8465
KCNC3	60	74	70	57	119	78	70	119	80	66
NAPSA	0	0	0	0	0	0	0	0	0	0
NAPSB	0	0	0	0	0	0	0	0	0	0
NR1H2	6877	5866	5525	7293	8147	7199	5887	7525	8716	7515
LRRC4B	38	52	24	46	55	49	41	36	48	33
PDLIM4	0	0	0	0	0	0	0	0	0	0
KIF3A	334	414	319	191	323	445	423	387	169	255
MGAT1	8500	8111	6462	11472	11217	10488	8286	9392	13201	10612
GFPT2	3782	2876	2665	15348	8057	3027	3982	4553	19447	14320
TUBG1	1568	2049	1271	1147	1597	1366	1106	1697	1415	1245
PSME3	4371	5656	3283	5381	5439	3764	3231	4518	5999	4267
RPL27	6251	11644	7473	5882	7227	8462	9173	8784	6518	6222
PSMC3IP	126	249	113	114	160	108	133	150	149	112
AOC3	6832	4494	1832	3660	7833	6108	6151	3091	3986	4054
ACLY	5636	4527	2882	3546	5651	4775	4043	4153	4051	3869
VPS25	1055	1853	1197	701	1632	1204	1196	1385	893	1195
RAMP2	756	1327	292	332	1236	810	906	629	402	326
AOC2	70	93	48	371	140	92	161	47	283	109
G6PC	4	2	0	12	11	8	8	5	13	6
AC091132.1	0	0	0	0	0	0	0	0	0	0
NDUFA2	515	823	672	393	728	706	692	805	504	497
ANKHD1	9	12	14	37	16	11	24	25	38	20
DIAPH1	3500	4485	3506	5293	3976	5097	4497	4772	5240	3721
NDFIP1	5097	5062	3934	5184	6733	6685	5765	5061	6058	5001
UBE2D2	6503	7496	5259	7116	7731	7828	7282	7364	7859	5796
TTTY6	0	0	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0	0	0
EXOC4	11382	11968	8687	9951	11197	11811	12346	12799	10102	8172
ACAP3	90	222	73	210	373	166	242	233	285	221
C1orf159	545	583	413	747	728	606	539	581	1047	856
ANO1	537	515	340	370	844	412	600	398	382	227
PPFIA1	185	228	175	252	208	283	236	189	296	151
TMEM204	0	0	0	0	0	0	0	0	0	0
KREMEN2	0	1	0	2	4	4	3	1	3	0
THOC6	1674	1569	1242	3064	2467	1518	1385	1607	2721	1971
TRAF7	1971	1888	1319	1807	2357	2041	1329	1591	1758	1521
BARX1	0	3	1	17	5	8	0	2	10	19
NINJ1	4362	3702	3906	10096	5962	7068	6035	5737	12244	13979
CA6	9	12	11	15	23	24	17	15	17	19
NPHP4	952	917	760	1047	956	1102	1179	957	1077	1107
MAP1B	6140	4920	2420	2912	7777	6262	5641	2378	2999	4420
RHOXF2	0	0	0	0	0	0	0	0	0	0
IL13RA1	1428	2073	1485	1366	2182	2272	1885	2141	1791	1769
WDR44	1898	1693	1091	1980	1783	2022	1675	1689	2211	1696
CKMT2	0	0	0	0	0	0	0	0	0	0
ZCCHC9	759	919	746	634	915	846	857	912	747	759
KRT34	0	0	0	0	0	0	0	0	0	0
KRT33B	2	5	3	2	0	24	35	5	8	17
TNS4	237	264	233	130	329	453	278	235	158	208
TOP2A	1351	2008	1256	61	536	1079	900	1407	85	460
STARD3	2466	2442	1726	2464	3313	2795	2826	2413	2914	2614
RARA	588	671	448	1467	1052	1008	831	869	1634	1085
PPP1R1B	260	259	354	91	228	431	212	428	68	99
KHDRBS3	1199	1067	672	5393	813	2040	1989	1181	4117	1078
CHD1L	481	282	231	302	429	437	396	347	350	214
PEX11B	1282	1659	1029	703	1898	1528	1187	1377	1039	1218
FMO5	0	0	0	0	0	0	0	0	0	0
PIAS3	2027	1585	1140	1891	2646	1692	1973	1365	2223	1663
PRKAB2	2647	2231	1303	1786	2712	3105	2717	1572	1766	1548
CLUHP3	569	584	536	1194	670	585	910	809	1258	1368
FSHB	0	0	1	0	0	1	0	0	0	1
PDHA1	3388	3167	1892	2445	2929	3150	2489	2428	2985	2145
RAI2	651	696	483	1324	1057	756	697	727	1330	906
MCCC2	1565	1328	1097	2283	1935	1487	1470	1620	2882	2033
ZNF304	448	332	188	407	591	385	361	294	511	320
ZSCAN5A	514	536	329	487	674	462	487	578	611	466
ZNF132	190	213	125	62	232	70	184	158	130	141
USP29	2	2	1	1	0	6	5	2	6	4
SELENOS	6381	7258	6550	10184	7910	8251	7588	8562	11448	8736
CHSY1	2536	2263	1402	4321	3268	2622	2850	2604	4674	3010
SNRPA1	3989	3158	3040	7369	4715	5299	5110	4342	7310	4856
KRT17P1	87	50	106	33	56	376	97	48	46	114
LLGL1	73	108	72	71	291	56	62	127	85	161
NR0B2	0	0	0	0	0	0	0	0	0	0
LIN28A	5	3	10	5	10	15	17	11	7	3
THAP1	737	769	535	705	853	768	686	663	944	604
RHPN2	399	474	490	616	510	720	737	439	580	350
C19orf12	656	1078	709	669	1215	1049	1315	1021	1163	2255
FAAP24	106	170	118	102	185	111	131	94	104	106
LRRC9	63	72	53	45	79	38	82	73	31	34
ACTR10	0	0	0	0	0	0	0	0	0	0
ABHD12B	0	0	0	0	0	0	0	0	0	0
GCH1	289	498	298	2581	489	593	1350	982	3530	4797
LGALS3	15927	13941	15505	11824	16692	25457	15422	17054	14022	11049
UBE2L2	0	0	0	0	0	0	0	0	0	0
PODNL1	39	41	25	12	131	48	62	12	19	25
DNAJB1	18784	8304	5617	9587	14046	24498	17574	8776	10818	11084
ZSWIM4	866	897	610	2045	985	870	872	1020	2387	1227
FBXW9	344	396	377	164	466	434	417	331	188	290
RFX1	376	431	274	435	403	391	362	399	503	354
ZNF20	0	0	0	0	0	0	0	0	0	0
C19orf57	126	130	50	66	131	150	85	78	76	83
DCAF15	115	190	105	132	205	147	206	144	173	125
CC2D1A	688	874	633	596	934	856	696	881	619	592
RTBDN	0	0	0	0	0	0	0	0	0	0
MATN3	58	42	49	66	81	99	52	115	115	104
TRIM21	1536	1631	1345	1428	1729	2248	3103	2770	2875	5634
SPATA6	2087	1925	1501	1046	1431	2196	2274	1497	1137	854
LRRC41	3690	2955	2548	3803	4519	3544	2874	3556	4565	3284
CCT6B	147	118	103	58	149	168	158	114	125	119
DHX30	3672	3003	2237	3900	4309	3155	2600	3277	4405	3431
RAF1	5458	4542	4421	7676	6917	6849	6056	6273	8056	5394
SLC6A11	5	11	5	4	10	33	11	5	10	4
PPARG	2949	3504	2211	2363	1747	2985	3358	2790	1965	913
NUP210	780	848	631	535	1060	643	982	738	336	593
FCRLA	26	97	11	138	78	11	20	32	293	69
HSD17B7	1887	1270	1364	969	1447	2148	1551	1869	1250	1592
ENOSF1	3211	2558	3854	1645	3340	2972	2860	4809	2209	1896
LINC00470	77	39	69	18	25	139	40	56	18	22
EMILIN2	234	329	288	500	379	366	340	356	552	291
SLX1A	0	0	0	0	0	0	0	0	0	0
ARFIP2	2758	2708	2557	2857	2802	3463	3124	3142	3365	2586
TRIM5	3697	3249	2588	2301	3059	3745	5084	3943	3578	5403
CNGA4	45	45	21	19	43	70	31	45	23	26
TRIM22	0	0	0	0	0	0	0	0	0	0
RRP8	761	934	628	683	902	769	793	819	845	755
TIMM10B	0	0	0	0	0	0	0	0	0	0
EFR3A	3730	4261	3173	4295	3669	5074	4823	4482	4638	3689
HHLA1	2	7	0	12	2	5	0	2	5	7
PTCD3	3226	3032	2453	2424	3701	3235	2907	3101	3003	2369
IMMT	2697	3142	2085	3047	3026	3014	3005	2594	3440	2645
MRPL35	869	1009	824	552	1147	898	637	951	683	594
IQCA1	741	668	544	1357	1067	685	590	601	1011	763
ILKAP	1146	1326	996	2330	1739	1459	1642	1254	2453	1562
PER2	708	654	504	1067	836	1063	1174	626	968	649
RAMP1	247	571	380	295	1627	496	571	537	357	586
SCLY	0	0	0	0	0	0	0	0	0	0
PTPRE	5794	6215	5250	7574	6661	5318	4820	7068	8681	6205
RAN	8972	15204	8402	13172	10707	9688	9225	11405	13529	9637
PRKAA1	3832	3377	2629	4422	3755	3775	3678	3584	4454	2686
CARD6	1294	1365	851	1136	1356	1163	1114	1133	1373	1298
RAP1GAP2	360	357	300	296	599	494	418	359	406	495
CLUH	433	790	615	471	527	723	595	660	642	478
INPP5K	2067	1898	1463	1750	2470	2266	1635	1927	1937	1778
MYBBP1A	1599	1500	1188	1363	2264	1181	1163	1219	1820	1640
RPA1	4478	4375	3519	2710	5150	4746	3864	4210	3238	2967
SERPINF1	2460	2583	2261	362	6129	4329	3816	1746	639	2348
UBE2G1	3440	3681	2593	4973	4185	4304	3883	3430	4837	2995
EEFSEC	1917	2122	1491	1551	2451	1818	1707	2140	1807	1666
TBC1D14	1002	918	808	609	1318	1150	843	1031	780	736
TMEM128	1456	1751	1441	1206	1886	1602	1418	1797	1541	1352
COQ3	225	374	218	111	354	260	248	313	152	187
PNISR	8464	8299	7065	9475	9596	11186	12900	9679	9480	7526
POPDC3	6	7	7	6	7	7	14	5	13	10
SEC61G	3683	6380	4227	5167	4312	5720	5943	5500	5769	4793
LANCL2	392	630	401	758	706	384	449	503	683	409
FIGNL1	679	690	618	428	434	593	501	774	432	287
DDC	0	3	1	1	4	8	2	4	3	1
FTHL17	2	0	0	0	0	0	0	0	0	0
GRSF1	1666	2154	1830	1684	2391	2259	1804	2166	1703	1549
ENAM	66	35	35	39	141	41	23	44	37	49
JCHAIN	0	0	0	0	0	0	0	0	0	0
ANKRD17	9094	10126	8408	10457	9255	12877	11890	11471	12349	8061
UTP3	537	747	478	655	703	652	691	710	633	600
ITGB4	352	393	241	89	663	553	366	289	93	264
WBP2	9278	7711	7792	12961	10179	11939	9220	10457	14603	9455
H3F3B	56524	62138	49604	75372	66188	71980	64760	64474	85472	63464
UNK	795	749	587	756	946	891	783	797	960	800
TRIM47	493	749	530	465	726	750	650	717	632	509
ZRANB2	6233	6188	5348	4965	5579	6453	6842	6445	5644	4172
EIF5A	2854	2376	2968	1751	3699	3500	1540	4172	1973	4647
KDM6B	1817	2686	1328	7768	2776	2406	2409	2729	8351	4259
CLEC10A	121	282	197	3	273	159	321	376	4	237
SLC52A1	25	53	26	18	37	55	27	31	29	38
GUCY2D	36	29	48	17	36	64	42	47	40	79
GPS2	3	2	1	2	3	1	4	3	2	2
XAF1	510	511	350	1229	797	794	1949	1208	2061	5974
DLG4	257	362	143	235	343	430	389	195	206	206
RIDA	471	709	487	188	620	604	594	593	267	329
VPS13B	5808	7010	4742	5924	6683	6601	7136	6970	6877	5634
RGS22	349	401	269	35	333	472	452	185	38	264
MATN2	234	227	133	123	457	302	390	110	193	247
REEP2	15	13	23	3	46	16	19	4	7	14
PCBD2	449	517	454	162	549	387	252	471	252	300
SDF2	1996	2234	1719	2090	2909	2903	2124	2284	2668	2343
FLOT2	3118	3366	2349	1651	4303	3247	2336	3438	1888	2961
ERAL1	1476	2012	1527	1120	1945	1642	1413	1692	1314	1324
PRMT7	965	1061	798	478	1194	947	936	920	584	684
NIP7	0	0	0	0	0	0	0	0	0	0
TERF2	876	817	619	816	1150	891	958	863	1060	1010
VPS4A	0	0	0	0	0	0	0	0	0	0
MTSS1L	1280	565	498	2192	1486	999	597	737	1683	511
HSPA12B	1213	2302	617	597	1945	977	1548	1376	585	680
ANKEF1	1	0	0	4	2	3	1	1	1	0
SCP2D1	0	0	0	0	0	0	0	0	0	0
PCED1A	866	957	700	576	1288	892	1024	891	728	863
SNAP25	0	0	0	0	0	0	0	0	0	0
BTBD3	1422	1067	790	1299	1482	1440	1098	1055	1371	777
PCNA	1463	2114	1183	622	1757	1490	1300	1636	891	1136
NXT1	1438	1699	1126	2315	1634	2229	1955	1634	2113	1485
POLR3F	410	611	331	418	604	375	451	431	532	434
RIN2	8535	7105	6365	10317	8890	9021	6848	7637	10199	6870
PTPRA	1785	2110	1432	2016	2557	2435	2951	2171	2276	2747
SSTR4	0	0	0	0	0	0	0	0	0	0
DAP3	3275	3478	2595	3532	3730	3475	3499	3423	4418	3412
RHBG	3	4	0	10	12	8	6	1	6	7
KHDC4	3256	1816	1895	3850	3807	3430	3067	2594	4251	2744
ATP1A4	195	207	166	174	249	259	266	219	217	175
NES	321	1163	235	773	572	407	612	573	870	414
BCAN	8	18	4	11	11	10	11	8	38	4
CRP	4	0	9	0	4	9	9	6	0	2
ARHGEF11	598	697	445	745	789	628	572	688	908	1022
RAB25	462	645	740	404	497	973	549	987	411	524
HAPLN2	1	2	0	4	2	0	3	1	0	0
APCS	0	0	0	0	0	0	0	0	0	0
FCRL2	31	78	26	21	115	41	32	35	34	55
DCAF8	1636	1652	1276	2037	2123	1515	1415	1654	2178	1503
SYT11	2114	1907	966	2128	2030	2249	1975	1655	2181	1199
IGHMBP2	980	1001	710	1153	1637	997	974	1001	1338	1147
ACY3	9	5	7	0	19	14	11	10	11	47
ALDH3B2	26	27	21	19	69	90	37	32	12	41
TESMIN	114	120	117	26	80	116	69	129	51	72
MMACHC	141	161	102	34	148	141	76	119	51	95
DPH2	899	1019	744	1069	1209	891	753	996	1158	955
TOE1	228	460	218	562	481	285	292	359	573	426
NASP	3601	3071	2039	3757	4723	3275	3732	3071	4462	3928
MUTYH	382	539	352	456	612	351	474	408	505	502
CTNNBL1	3462	3368	2192	4668	3808	4278	4644	3654	5399	7572
LPIN3	812	719	639	502	940	817	805	860	633	719
ZSWIM3	158	184	150	100	227	125	163	152	119	150
RBM38	240	460	227	625	385	337	468	303	490	405
VSTM2L	79	142	105	39	188	154	213	71	24	103
OSER1	5127	3417	3724	8495	5392	8333	6022	4471	7688	4869
SERINC3	11234	10094	7652	8807	12213	12203	10109	10521	10396	7460
PPP1R3D	0	0	0	0	0	0	0	0	0	0
AL139352.1	64	35	27	43	66	59	64	77	37	45
DMGDH	1105	1055	927	211	668	721	668	852	315	546
BHMT2	0	0	0	0	0	0	0	0	0	0
AP3B1	5278	5244	4177	5644	4742	6456	7247	5557	6888	4854
ZBED3	166	185	106	98	155	169	153	162	112	104
PATJ	7796	6828	8849	6593	4350	10447	7318	11120	8167	4799
KANK4	123	164	108	75	150	158	164	108	81	110
ANGPTL3	0	0	0	0	0	0	0	0	0	0
SYT4	3	5	4	0	15	16	1	5	6	10
SLC14A2	124	133	44	94	253	202	208	152	116	152
FBXO44	603	645	563	444	1091	767	878	786	551	792
CPLANE2	38	85	103	49	70	67	61	134	67	59
CASP9	348	497	350	268	546	382	269	465	302	410
NMUR2	6	9	1	3	16	21	19	4	6	8
DCTN4	2803	2678	2290	2718	2793	3223	3071	2725	3027	2337
PDE6A	39	49	31	33	66	40	55	63	62	55
ATP8A2	311	364	282	318	379	466	376	355	345	337
MTUS2	235	187	173	333	291	280	167	209	292	203
ZMYM5	1933	1632	1466	3294	2170	2479	2507	1920	3619	1634
USPL1	2539	2026	1354	1872	2038	2979	2736	1952	2358	1911
XPO4	1572	1622	1100	2093	2129	1404	1756	1738	2385	1686
TPTE2	196	234	164	366	283	257	326	226	404	267
POMP	9264	12844	8933	14691	10820	13052	12453	12692	17557	15656
CDK8	1582	2221	1453	2845	1978	2076	2339	1992	2939	1720
ALOX5AP	2201	3386	3075	1819	3314	3483	2472	3660	2367	1860
HMGB1P5	4650	8416	5313	5128	6451	5833	6316	6373	5707	4453
WASF3	1168	1120	844	2964	1268	1171	1453	1221	3235	892
RNF17	23	16	37	14	26	49	43	30	23	23
GPR12	1	0	2	0	0	4	1	1	0	0
CHRM3	1035	801	506	936	865	870	800	802	851	640
MYH8	0	0	0	0	0	0	0	0	0	0
MYH10	3642	3053	1517	2644	4700	2971	2951	2122	2783	2041
PEMT	1232	1381	1218	1078	1417	1473	1261	1337	1245	1028
SCO1	543	555	480	618	747	642	648	718	852	804
MPRIP	2897	2376	1916	4074	3725	3937	2965	2809	4103	3274
CHI3L1	5806	4103	1683	3632	13201	8859	3310	2026	4025	7075
MYBPH	11	14	4	30	18	5	0	5	23	21
PIK3C2B	1112	696	731	7127	1314	1133	1322	1432	5564	2598
DSTYK	1644	1802	1073	1972	2502	1771	1655	1631	2067	1591
CHIT1	470	1310	578	57	122	449	1830	481	97	263
SLC41A1	1941	1446	966	8398	2100	2126	1754	1871	6762	2377
LGR6	122	76	43	78	145	92	70	60	69	72
TMCC2	314	291	117	3275	331	201	224	243	2576	987
DCLK1	695	899	469	283	868	665	1320	534	320	292
CCNA1	104	116	40	30	54	121	141	44	34	142
COG6	3942	2838	2174	1444	2979	4386	3106	2845	1760	1947
SPART	8557	7332	6248	11905	8566	11155	9108	8216	13178	8927
RXFP2	5	23	27	4	14	15	13	14	8	11
EPSTI1	1311	1012	1169	1638	1212	3077	7412	4260	6417	17577
TRPC4	1626	1567	1360	2928	1457	2150	2435	1938	2446	739
POSTN	814	543	75	12	2138	2230	525	106	29	404
RFXAP	105	177	138	36	126	130	169	124	54	54
TPT1	10155	21660	15875	13418	12425	22154	23519	19674	12988	12003
GPALPP1	0	0	0	0	0	0	0	0	0	0
STOML3	61	75	55	8	61	153	90	23	6	31
KL	133	206	106	156	228	220	158	209	184	131
RFC3	1956	1655	1206	753	1588	1528	1499	1772	856	763
STARD13	2440	2582	1515	3976	3383	1989	2413	2629	4628	3065
IRS4	0	0	0	0	0	2	2	0	3	0
MORC4	550	723	539	418	558	886	759	511	435	378
BEX2	232	205	339	125	236	322	233	458	146	155
RNF128	1538	924	1654	1052	914	1986	1040	1879	1167	674
GNG5P2	0	0	0	0	0	0	0	0	0	0
TBC1D8B	338	215	149	159	210	292	338	274	212	159
TCEAL4	2433	3910	2214	2264	3470	3661	3811	2767	2315	2156
BEX1	19	42	24	23	19	25	24	19	35	10
FAM104A	2099	1669	1367	1669	1965	2266	1908	1994	1800	1484
SLC39A11	3030	3205	2821	1993	3857	3158	3123	3885	2796	2579
EPHB2	430	519	346	1149	908	516	602	503	1445	899
SRRM1	11224	11473	8617	14827	12155	15108	14788	12319	15803	10337
BTBD2	553	1028	639	412	798	821	790	771	548	722
PRAM1	105	107	149	23	158	193	90	144	62	53
KMT5C	263	323	269	412	398	437	340	377	389	370
ZNF414	69	137	104	146	198	133	125	139	126	123
PDE6B	228	289	267	100	257	238	243	323	102	172
HSPBP1	1131	1779	1334	1003	1750	1447	1242	1570	1121	1296
CSNK1G2	504	895	469	718	692	800	777	731	699	657
SLF1	988	1547	1003	756	1186	1337	1638	1177	784	931
CNDP2	6651	5789	6301	7774	6078	7552	4907	8623	8522	11433
MACROD1	118	121	104	128	188	99	201	133	122	112
WDR74	603	786	638	585	997	736	636	726	809	708
LGALS12	46	41	11	37	49	32	15	41	65	68
RTN3	7597	7837	6629	3143	7510	8886	6578	7412	3649	4114
RARRES3	492	876	927	261	904	1408	2085	1548	761	3596
HRASLS2	49	47	117	60	72	235	215	108	31	193
MYH11	1929	1393	984	1387	4309	3061	2881	1099	1501	2671
FOPNL	2753	2170	1736	1826	3153	2269	2062	2043	2344	1839
MED10	3246	3316	2762	3757	3380	4476	4171	3889	3954	3356
PDZD2	2276	2380	1502	5621	3449	2436	2258	2146	5425	2997
MORC2	681	513	407	351	707	660	623	628	524	411
LARGE1	3305	2816	2235	6393	5266	3365	5060	3475	6697	5893
GSTT2B	214	71	101	82	369	218	127	140	99	263
MYO18B	39	62	27	37	40	101	64	38	45	38
SLC2A11	18	27	12	6	36	21	21	27	7	11
C1QTNF6	72	63	37	53	83	48	56	51	88	69
GGT2	0	0	0	0	0	0	0	0	0	0
FAM83F	49	30	28	9	31	58	28	28	10	44
SEC14L4	52	43	87	18	16	69	40	136	13	10
ZDHHC8P1	10	13	2	2	27	15	17	4	7	11
GIMAP6	2097	2378	977	371	2633	2004	2481	1901	817	1856
GIMAP4	2498	3385	1391	1193	2935	3306	4192	2640	1897	4501
ADCK2	88	169	95	71	85	100	108	112	67	93
MKRN1	1884	2110	1789	2717	2410	3786	2821	3466	3064	3156
AGAP3	1309	1370	1063	2566	1991	1921	1639	1441	2073	1339
KRBA1	362	305	190	552	467	419	303	217	632	347
ZNF767P	1265	1522	1052	1487	1900	1186	1506	1680	1677	1616
ACTR3B	481	658	516	509	692	498	543	734	560	601
NTS	11	70	95	0	28	23	47	20	3	7
BTG1	3176	5250	3998	16925	6076	6896	6892	8228	16739	9564
LRRIQ1	951	1294	1183	71	694	1522	1556	484	59	712
C12orf29	1521	1178	1004	1602	1453	1718	1211	1330	1840	1070
ATP13A3	6575	5444	4500	24159	5629	10469	9847	7019	23052	6367
SFTPD	104	128	130	106	119	153	112	164	112	101
DYDC2	132	253	189	6	103	296	389	77	2	89
TMEM254	551	561	450	183	680	634	506	591	290	289
TMTC1	659	772	441	368	1058	947	1825	746	454	1364
KRAS	1288	1687	1457	2582	1369	2009	2031	2048	2733	1561
IPO8	1250	1945	1136	1135	1418	1337	1350	1509	1225	988
LARS	5438	6673	4702	4330	4834	5409	5963	5844	4560	3608
SPINK5	387	549	487	120	196	388	290	688	159	210
IMPA1	1201	1097	901	1092	1163	1239	1152	1379	1407	1201
LRRCC1	319	583	388	188	432	341	537	391	210	297
E2F5	133	154	157	128	238	195	214	254	169	157
CA1	370	487	447	292	275	386	429	629	462	651
CCDC59	1211	1665	1472	2008	1537	2181	2396	1796	1970	1440
SWAP70	6909	6377	4320	14951	10140	11098	7276	6697	14708	8082
ARNTL	1665	1610	1304	3065	1815	1691	2272	2084	2859	1992
LYVE1	0	0	0	0	0	0	0	0	0	0
AMPD3	4784	2866	2076	14742	5086	5047	4810	3728	13190	4649
SBF2	10945	10447	7623	17739	9723	14212	16850	9934	16583	9785
MICAL2,MICAL2	4090	3687	3120	4952	4024	4426	2878	4634	5344	2679
RRAS2	1426	1894	1750	1846	1618	1970	2125	1986	1903	1399
HSD17B4	3438	3910	3191	3424	3681	4049	4023	4063	3946	3451
ZFC3H1	2613	2887	2540	4671	2977	4162	4320	3662	4905	3163
TEX15	14	23	22	17	13	28	21	20	23	14
SARAF	12023	12384	9063	9078	13762	14274	13915	11969	9785	8612
RNF122	255	158	113	668	325	195	274	174	589	371
DUSP26	116	106	48	32	105	83	90	48	57	46
DPF2	4641	3533	2775	4272	5784	4708	3786	3864	5064	3821
MEN1	83	184	88	88	139	107	131	139	66	105
ERG28	0	0	0	0	0	0	0	0	0	0
GSC	3	6	10	10	21	4	15	9	4	6
DGLUCY	2673	2407	1710	1603	3162	3094	3413	2482	2592	3114
UNC79	208	228	179	149	185	247	296	181	145	161
NUMB	10479	8052	6106	17803	11837	11291	10030	9167	18099	10908
CATSPERB	896	1152	838	931	753	1314	924	1030	967	779
VRTN	23	21	13	35	25	28	29	35	28	25
COX16	168	181	189	167	263	155	96	195	182	153
TTC9	335	341	386	589	358	540	315	417	593	366
MED6	756	911	773	1032	882	1141	1160	1135	1133	791
EIF2S1	7749	7693	5644	10033	8409	8722	6884	7611	11171	7201
ADAM20	0	0	0	0	0	0	0	0	0	0
LOXL2	4368	2705	1217	7311	6899	3482	3684	2596	6484	3141
ELP3	2042	1893	1444	1462	2169	2250	1989	1869	1823	1470
PEBP4	779	680	1176	353	630	1326	884	1319	438	537
ADAMDEC1	0	0	0	0	0	0	0	0	0	0
CTIF	2861	2738	2008	2883	3688	2916	3486	2656	2878	2277
MRO	35	84	45	20	73	33	39	43	7	31
MBD2	1132	1534	1259	1579	1226	1972	2039	1612	1721	1422
IER3IP1	99	84	82	95	105	167	98	97	102	85
MRPS36	1034	1367	1204	1243	1720	1300	1355	1444	1438	1276
CCNB1	692	1453	805	132	740	661	615	897	187	466
CDK7	1792	1717	1427	3431	2523	2245	2147	1779	3292	2223
CD180	159	128	80	26	234	124	73	94	45	69
IRAK2	2366	1868	1172	12687	2799	2624	2555	2461	12124	4295
CAMK1	0	0	0	0	0	0	0	0	0	0
THUMPD3	0	0	0	0	0	0	0	0	0	0
VHL	890	1226	805	1584	1239	1129	1178	1311	1577	1089
BHLHE40	8687	7223	6735	16723	11101	13033	12124	10651	13795	10077
ARL8B	1813	1483	1366	2968	1556	2579	2540	1808	2688	1647
EDEM1	5014	4636	5042	5767	5488	5334	5250	6915	6174	4776
CNTN6	347	337	549	742	591	451	261	608	754	373
CHL1	484	464	466	3416	925	763	457	873	3242	1273
MEIS2	5594	4607	2986	5549	5733	6735	7395	3991	5055	4243
DPH6	1572	2384	1635	1312	1526	1248	1373	2032	1357	934
KATNBL1	2416	2568	1920	2503	2611	2708	2545	2427	3028	2111
EMC7	3062	3743	2860	2627	3812	3882	3356	3684	3462	3369
TRPM1	19	6	9	33	24	41	22	18	33	24
GNAT2	0	0	0	0	0	0	0	0	0	0
GSTM1	0	0	0	0	0	0	0	0	0	0
PRPF38B	3066	3843	2694	4454	3784	3788	4088	3324	4848	3071
REG4	0	1	3	3	1	1	2	1	2	0
TSPAN2	391	461	215	430	564	435	415	227	346	219
TSHB	6	15	0	10	28	5	11	12	17	11
GSTM5	375	412	263	141	723	383	470	298	249	198
GSTM3	0	0	0	0	0	0	0	0	0	0
SYT6	11	19	3	3	22	14	4	7	3	5
VAV3	691	1352	738	371	1140	1020	1139	853	572	556
CHIA	2	6	5	2	6	11	9	12	12	24
PSRC1	305	317	197	123	395	279	247	158	144	179
HMGCS2	9	0	0	1	4	3	3	3	1	2
PTPN22	292	331	218	295	439	242	475	384	274	277
SORT1	1429	1769	1342	784	1640	2118	1892	1698	962	1053
WNT2B	761	650	501	809	1387	873	725	787	1203	990
PTGFRN	761	699	642	724	1435	745	760	674	657	700
LAMTOR5	0	0	0	0	0	0	0	0	0	0
ADAM30	4	3	4	1	2	6	3	1	1	2
