Gene	JD-MD_EP-WT3_NEY922A14-9_S38	JD-MD_EP-WT2_NEY922A14-8_S37	JD-MD_EP-WT1_NEY922A14-7_S36	JD-MD_EP-KO4_NEY922A14-14_S6	JD-MD_EP-KO3_NEY922A14-13_S5	JD-MD_EP-KO2_NEY922A14-12_S4	JD-MD_EP-KO1_NEY922A14-11_S3
Ppl	1	1	3	1	3	9	8
Ppm1a	1788	1458	1795	1618	2926	3607	2587
Ppm1b	842	739	964	809	1412	1613	1288
Ppm1d	464	430	378	305	599	553	434
Ppm1e	0	0	0	0	0	0	0
Ppm1f	157	101	160	134	258	325	249
Ppm1g	1880	1787	1845	1993	3353	3628	2787
Ppm1h	1377	850	1296	1058	2014	2259	1952
Ppm1j	420	333	395	291	417	522	303
Ppm1k	37	18	22	38	55	66	62
Ppm1l	12	5	25	18	16	23	21
Ppm1m	558	486	479	497	814	842	666
Ppm1n	53	40	59	54	73	81	70
Ppme1	629	483	570	520	1080	1209	885
