Gene	GSM5073707_neg_1	GSM5073708_neg_2	GSM5073709_neg_3	GSM5073711_neg_5	GSM5073714_pos_3	GSM5073719_pos_8	GSM5073720_pos_9	GSM5073722_pos_11	GSM5073724_pos_13	GSM5073729_pos_18	GSM5073730_pos_19	GSM5073732_pos_21	GSM5073734_pos_23	GSM5073738_pos_27	GSM5073739_pos_28	GSM5073744_pos_33
GINS2	11	3	3	12	6	2	8	1	77	47	2	2	0	5	1	39
CHMP1A	54	31	20	74	80	12	27	226	459	666	170	102	25	60	3	2274
SH3BGRL	111	66	22	71	260	14	136	593	1325	1475	155	134	26	122	12	854
COX7B	105	43	27	110	106	4	42	253	989	1114	79	71	10	98	2	734
SLC34A1	17	15	2	25	9	4	5	10	12	7	9	6	5	8	2	4
F12	13	6	0	24	11	6	6	6	18	22	8	21	8	4	2	25
PRR7	7	3	0	4	9	1	1	50	22	24	21	5	0	6	2	373
NFATC1	49	24	10	81	141	6	37	62	133	196	39	55	5	27	6	549
IDO1	45	25	36	197	36	3	31	458	342	35	49	174	39	8	5	722
GJA9	0	0	0	6	0	0	0	0	0	2	1	5	0	0	0	1
CAP1	130	71	86	282	789	44	257	910	1968	1943	304	304	72	197	40	2601
PPT1	82	28	17	49	114	6	38	199	877	823	62	70	11	81	3	745
RAB11FIP4	102	71	58	183	179	15	60	424	551	747	289	207	47	95	4	3362
RLIM	135	93	63	139	253	15	95	432	2337	2447	298	278	49	210	12	2382
CDX4	5	4	0	1	2	0	0	6	3	2	1	3	4	3	3	1
ABCB7	34	25	8	40	39	5	30	88	435	419	44	73	9	41	5	341
TRAF3	98	60	21	140	242	5	58	260	543	716	195	143	24	66	7	2223
HAUS8	18	7	6	27	1	5	8	10	56	42	20	10	1	11	7	93
ADGRE3	8	5	1	8	9	0	6	23	7	27	3	5	2	2	4	4
MRPS25	28	29	6	26	61	2	27	117	450	569	85	55	5	57	2	809
SH3BP5	8	16	9	103	110	9	69	152	426	432	123	91	13	60	7	1297
HACL1	15	17	17	37	42	5	21	75	417	458	83	74	10	36	3	356
TBC1D5	118	67	32	110	251	14	85	313	1597	1843	180	152	29	131	8	1875
CAPN7	78	62	21	60	91	5	44	313	1576	1602	183	145	16	148	5	865
RFTN1	43	30	7	96	259	15	99	99	146	231	53	47	10	11	8	286
C3orf20	26	17	5	31	5	4	2	9	26	12	10	14	5	8	2	16
RBSN	70	46	21	86	75	5	37	198	563	662	115	101	19	54	7	894
GALNT15	14	4	3	19	3	7	4	5	10	4	4	4	3	5	4	5
SLC6A6	309	496	168	412	96	22	55	653	3470	3941	884	938	142	414	5	16662
KCNC3	35	23	5	19	8	5	4	5	23	33	9	14	8	9	6	64
NAPSA	6	4	5	19	2	0	3	4	8	12	2	6	1	1	1	14
NAPSB	20	7	2	20	135	8	36	75	48	30	12	19	4	4	1	136
NR1H2	59	32	19	96	42	8	35	228	320	354	91	81	10	37	2	1250
LRRC4B	14	10	2	22	2	1	1	3	8	5	2	4	3	1	0	0
PDLIM4	43	23	24	57	7	3	12	36	198	413	82	40	10	40	2	908
KIF3A	87	44	37	105	73	8	19	384	794	1120	287	159	51	104	2	1902
MGAT1	99	57	28	99	143	11	49	235	727	760	112	130	11	95	2	1982
GFPT2	26	13	0	25	2	3	7	8	9	8	10	4	1	2	5	9
TUBG1	28	13	15	51	38	2	22	70	328	274	68	66	5	27	5	478
PSME3	76	44	38	98	151	8	49	326	710	813	182	142	17	66	8	2647
RPL27	280	122	145	636	1269	31	321	1246	3076	3195	346	300	52	278	23	3017
PSMC3IP	10	8	3	20	8	0	8	29	50	76	21	19	5	12	1	276
AOC3	14	10	9	28	2	0	6	16	13	8	4	10	4	2	4	31
ACLY	112	58	55	147	165	17	112	314	1086	1320	283	211	45	132	12	2377
VPS25	56	23	10	58	55	6	18	90	447	510	98	69	11	54	1	893
RAMP2	13	7	2	7	0	1	3	0	6	23	1	0	0	1	0	9
AOC2	6	14	0	7	9	0	3	13	16	44	12	13	4	2	7	89
G6PC1	18	10	3	16	4	4	0	3	2	2	2	4	2	1	3	3
NDUFA2	25	10	20	38	40	0	13	152	416	473	78	41	6	43	4	797
ANKHD1	11	16	1	16	0	0	0	1	126	110	14	6	1	13	0	172
DIAPH1	190	163	143	351	190	23	100	483	1398	1221	294	340	53	134	14	2952
NDFIP1	115	66	22	86	79	6	31	301	2007	2620	151	220	23	211	2	1725
UBE2D2	50	48	27	59	210	13	72	239	745	696	84	91	10	54	4	743
TTTY6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTTY6B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EXOC4	135	77	65	126	190	21	41	236	1636	1990	309	280	58	200	6	2697
ACAP3	79	74	35	107	86	4	18	99	300	340	85	138	21	55	5	450
C1orf159	79	27	9	68	4	2	4	31	93	139	47	35	4	20	5	267
ANO1	42	16	13	44	8	9	6	32	98	310	18	23	11	23	6	36
PPFIA1	97	67	41	149	167	12	42	152	904	1028	167	202	34	114	8	1663
TMEM204	6	5	3	18	6	2	8	0	13	6	3	3	2	1	2	9
KREMEN2	12	0	10	18	6	6	2	1	8	6	3	3	0	0	2	3
THOC6	14	17	1	24	18	2	10	35	117	91	32	17	4	8	2	218
TRAF7	72	52	23	139	144	8	34	385	582	805	201	180	26	85	8	2223
BARX1	6	2	0	12	0	1	1	1	0	1	0	0	0	0	0	0
NINJ1	37	30	3	35	25	1	14	130	287	283	42	45	1	31	2	233
CA6	10	6	1	16	2	0	1	9	2	3	3	3	0	5	0	5
NPHP4	78	29	25	117	30	11	21	108	262	331	151	128	35	68	17	1368
MAP1B	167	57	30	240	30	14	16	399	666	1049	221	226	43	130	19	4506
RHOXF2	1	2	0	1	4	0	1	2	0	4	2	1	0	1	1	2
IL13RA1	108	67	24	73	28	4	53	216	1042	1508	145	193	24	161	3	1723
WDR44	38	30	9	56	12	5	21	91	429	452	78	68	6	37	5	607
CKMT2	11	3	2	20	2	1	2	3	4	2	3	4	2	3	3	3
ZCCHC9	23	16	12	24	27	3	11	73	210	266	24	23	11	20	3	256
KRT34	6	2	2	17	3	1	1	6	3	11	5	6	4	5	6	2
KRT33B	5	4	0	11	5	5	3	12	1	7	5	8	0	2	3	0
TNS4	65	158	5	36	8	2	8	57	593	517	30	33	4	55	6	469
TOP2A	25	18	10	38	34	10	91	118	1611	339	33	18	6	23	6	135
STARD3	50	30	22	68	37	1	20	139	214	279	56	65	4	31	1	709
RARA	32	21	14	93	93	11	19	93	210	346	84	85	11	40	6	1464
PPP1R1B	17	8	1	23	3	3	5	2	51	90	6	3	2	3	5	62
KHDRBS3	19	18	3	39	7	0	3	17	165	139	8	24	2	18	7	118
CHD1L	4	2	2	3	0	0	0	21	15	27	1	11	2	1	1	11
PEX11B	19	14	7	20	15	5	13	40	242	350	42	47	2	24	2	578
FMO5	47	28	7	39	15	5	7	75	262	429	44	67	12	46	3	237
PIAS3	88	84	71	127	59	13	17	217	894	1114	261	244	29	149	5	4266
PRKAB2	25	12	4	35	22	3	14	16	281	299	27	34	4	26	0	262
CLUHP3	21	22	12	36	31	4	21	47	144	253	52	51	5	31	2	448
FSHB	1	0	0	3	1	1	0	1	0	0	0	0	0	0	0	2
PDHA1	37	19	22	43	40	3	26	98	479	647	61	78	8	55	9	652
RAI2	5	6	2	14	16	1	8	83	77	93	14	8	1	10	2	235
MCCC2	86	67	20	99	129	5	19	185	950	1036	143	143	15	105	3	1649
ZNF304	22	14	4	36	72	4	22	76	319	386	45	34	10	34	6	427
ZSCAN5A	40	9	9	51	16	1	6	98	140	254	73	75	7	35	1	885
ZNF132	18	10	6	23	1	4	7	57	173	193	41	34	5	22	5	293
USP29	10	2	1	5	5	1	4	3	7	5	4	6	1	3	5	1
SELENOS	34	14	5	21	28	3	13	9	323	437	37	50	6	36	0	1088
CHSY1	34	27	13	51	69	8	26	97	383	428	45	56	16	36	6	467
SNRPA1	25	28	5	24	21	0	13	133	331	303	54	65	8	25	2	355
KRT17P1	2	5	10	5	3	0	2	22	2	2	3	1	0	1	0	0
LLGL1	81	47	7	90	77	9	11	91	306	481	81	77	14	41	9	1251
NR0B2	6	1	0	7	3	1	0	2	5	1	3	0	2	1	2	2
LIN28A	12	6	0	10	0	0	0	0	0	1	2	0	0	0	1	4
THAP1	17	2	4	6	22	3	10	50	114	149	12	15	4	13	1	152
RHPN2	131	77	44	151	53	4	21	258	687	1152	246	188	25	108	8	2619
C19orf12	15	10	7	32	74	5	17	91	128	175	30	38	0	13	2	357
FAAP24	6	3	0	18	0	1	3	21	25	29	3	3	0	1	0	30
LRRC9	17	16	3	15	5	3	1	13	11	5	3	7	2	7	1	7
ACTR10	67	31	19	48	32	8	19	114	537	735	69	75	18	51	6	519
ABHD12B	44	11	15	46	32	3	11	162	202	182	111	78	10	31	2	551
GCH1	29	45	12	16	24	3	16	268	328	318	41	67	7	43	6	338
LGALS3	481	227	184	450	166	22	90	1034	3254	3632	603	601	81	340	4	4400
UBE2L2	0	2	2	0	0	0	0	0	1	1	0	0	1	0	0	1
PODNL1	24	5	5	21	3	2	4	6	18	35	4	9	0	2	1	31
DNAJB1	114	55	56	185	125	12	65	525	1303	1838	246	166	30	142	7	3371
ZSWIM4	24	23	6	52	21	4	8	32	128	122	49	72	10	23	6	290
FBXW9	26	11	17	29	41	2	10	103	296	313	136	66	14	31	2	1645
RFX1	49	27	11	50	23	4	10	83	118	185	49	47	10	13	3	826
ZNF20	4	6	0	18	0	0	1	32	34	44	14	1	5	6	0	84
BRME1	20	13	4	21	3	7	4	6	35	42	7	7	2	6	3	47
DCAF15	38	19	6	30	40	6	9	87	208	149	67	47	12	24	6	562
CC2D1A	82	69	19	98	67	17	28	173	487	635	185	155	29	54	10	1639
RTBDN	18	10	0	28	1	0	2	4	3	3	3	0	2	0	1	4
MATN3	4	3	3	21	5	2	2	6	10	12	3	5	0	0	3	4
TRIM21	22	9	5	65	55	3	23	198	293	306	41	68	19	28	10	1170
SPATA6	96	56	46	104	31	6	10	404	1005	1593	303	183	36	147	4	1946
LRRC41	48	32	11	62	81	4	28	305	648	713	112	90	15	59	6	1281
CCT6B	35	20	10	38	16	3	3	47	253	232	34	42	5	20	3	202
DHX30	86	72	49	108	112	10	62	257	861	1016	255	192	28	92	7	2600
RAF1	102	92	40	101	158	17	76	335	1226	1461	234	247	31	138	11	2041
SLC6A11	20	7	5	42	2	7	1	6	4	3	4	9	0	0	3	5
PPARG	29	20	4	26	6	3	2	0	108	114	11	19	2	14	3	34
NUP210	57	43	16	116	176	13	88	109	343	412	136	124	25	53	23	419
FCRLA	9	5	0	23	132	7	30	19	2	3	3	3	4	2	9	6
HSD17B7	25	22	6	31	11	1	7	25	173	234	31	26	5	18	2	232
ENOSF1	111	70	54	61	95	9	34	273	915	1352	373	322	58	135	2	2479
LINC00470	21	18	10	27	0	1	0	8	3	14	1	0	0	1	0	3
EMILIN2	16	13	8	51	37	5	5	113	63	38	21	39	7	16	4	112
SLX1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFIP2	122	80	14	153	35	7	23	242	818	1093	343	214	40	103	7	3107
TRIM5	26	17	3	25	28	3	10	47	243	185	34	45	4	24	4	523
CNGA4	21	10	10	30	8	2	3	91	142	246	60	54	13	41	1	757
TRIM22	108	96	49	141	414	22	172	652	1992	1324	276	357	105	164	14	13310
RRP8	49	34	6	31	47	11	18	61	254	347	48	63	11	26	4	484
TIMM10B	49	46	20	70	63	5	24	114	528	547	134	54	7	69	2	907
EFR3A	146	40	48	104	250	17	98	492	1862	2047	193	232	47	173	11	1541
HHLA1	21	7	8	38	0	3	1	4	3	1	2	8	1	1	1	2
PTCD3	68	57	30	60	148	10	45	195	1270	1153	137	124	16	93	8	847
IMMT	68	40	17	80	62	10	41	241	756	935	107	112	17	86	5	980
MRPL35	39	17	20	52	61	7	21	206	518	661	67	38	7	51	4	516
IQCA1	43	30	20	110	27	7	5	147	410	705	149	112	32	83	3	1753
ILKAP	30	27	5	30	61	6	15	29	253	326	54	51	7	27	3	399
PER2	134	130	55	123	108	11	24	498	1066	1460	386	317	45	173	13	3579
RAMP1	22	4	0	31	13	1	3	42	2	103	29	26	8	12	2	257
SCLY	28	11	5	66	0	0	3	1	21	28	5	7	0	3	0	112
PTPRE	61	45	19	81	34	7	21	133	187	194	61	65	11	26	10	254
RAN	124	57	34	111	284	19	141	443	1428	1378	147	128	26	120	10	1584
PRKAA1	150	75	42	144	182	12	67	498	2051	2315	251	238	32	169	13	1871
CARD6	29	16	8	36	51	4	12	216	458	452	34	76	6	44	5	468
RAP1GAP2	53	21	10	65	56	2	8	27	41	67	17	27	6	12	8	114
CLUH	168	125	54	134	66	24	35	237	928	969	202	250	20	92	9	2721
INPP5K	41	23	17	49	33	2	17	137	214	260	54	26	9	26	4	405
MYBBP1A	68	67	38	94	103	10	35	182	400	546	185	126	25	61	6	1422
RPA1	67	39	27	90	63	7	55	144	746	744	103	94	12	51	9	944
SERPINF1	103	57	7	72	32	6	27	184	906	1760	92	146	33	137	4	615
UBE2G1	51	37	26	66	103	4	57	260	742	749	125	108	13	74	3	785
EEFSEC	15	5	3	22	29	2	10	95	109	108	26	30	5	7	5	249
TBC1D14	69	65	66	156	169	13	67	355	1068	1272	250	183	24	103	5	2331
TMEM128	21	4	2	21	19	2	8	74	235	257	35	20	7	29	1	294
COQ3	23	7	2	23	23	4	6	4	116	122	13	6	3	9	4	114
PNISR	114	128	27	66	219	30	85	313	1976	2680	270	408	72	212	8	1693
POPDC3	3	2	0	16	0	2	0	0	0	3	1	0	2	1	1	1
SEC61G	40	30	20	108	73	5	20	146	305	311	41	40	5	33	2	155
LANCL2	25	29	13	49	24	3	7	124	406	386	65	41	2	36	3	657
FIGNL1	12	6	6	10	61	2	14	25	295	224	26	25	6	16	5	102
DDC	17	12	1	28	9	5	5	9	4	7	3	8	2	4	6	3
FTHL17	0	3	0	1	1	0	1	1	1	3	2	0	0	2	0	0
GRSF1	112	88	11	63	210	12	73	387	1266	1242	149	138	26	97	8	1486
ENAM	19	17	6	46	12	0	7	32	61	105	13	24	11	15	8	109
JCHAIN	19	9	7	23	1039	11	88	15	29	14	3	17	3	2	4	9
ANKRD17	175	145	79	260	343	25	145	709	3287	3109	367	504	55	321	13	3154
UTP3	40	13	3	35	79	7	18	102	406	306	69	48	9	54	3	813
ITGB4	208	244	33	131	93	29	21	393	1707	2338	237	259	42	183	19	1666
WBP2	57	59	35	121	101	6	40	200	449	575	165	97	11	65	7	2770
H3-3B	453	292	171	537	686	44	272	2005	6281	6780	630	617	113	567	17	7355
UNK	55	35	15	86	84	2	30	123	480	541	95	109	10	49	3	979
TRIM47	16	8	6	28	16	1	7	21	61	73	16	17	4	10	3	119
ZRANB2	56	31	8	39	97	8	38	99	1359	1714	130	164	19	115	6	687
EIF5A	77	57	69	128	189	13	93	618	1670	1412	324	251	28	144	7	3940
KDM6B	103	60	13	141	88	14	31	139	269	279	122	194	24	53	8	1672
CLEC10A	30	6	2	30	27	2	4	22	13	36	11	15	3	4	1	11
SLC52A1	11	13	7	24	5	2	5	6	88	161	23	13	8	17	5	312
GUCY2D	16	8	3	55	6	5	10	17	19	33	13	8	5	5	10	10
GPS2	2	0	0	0	0	2	1	6	9	8	0	4	0	2	0	30
XAF1	33	13	20	96	96	16	64	332	1004	608	116	219	53	57	17	7942
DLG4	81	37	18	57	25	12	8	24	73	141	43	28	19	13	9	179
RIDA	18	7	1	11	2	1	7	55	155	142	24	14	5	12	1	95
VPS13B	154	94	71	174	316	28	116	358	2233	2437	300	407	73	228	28	1678
RGS22	103	27	22	129	50	16	11	210	381	1383	280	140	30	141	4	1537
MATN2	35	18	13	26	8	5	6	61	208	502	22	42	16	38	10	239
REEP2	11	4	7	27	2	2	3	3	16	30	15	5	3	5	2	77
PCBD2	49	41	11	37	45	3	13	115	402	538	76	65	6	36	0	975
SDF2	26	30	12	23	36	3	12	67	329	392	34	52	4	36	1	391
FLOT2	82	77	18	114	241	16	78	258	1106	1300	241	195	31	107	2	3072
ERAL1	14	17	7	41	42	5	9	108	214	272	51	22	8	16	4	643
PRMT7	56	32	11	91	40	11	16	46	284	485	114	69	15	35	7	909
NIP7	34	10	9	40	47	5	20	151	262	265	53	39	9	26	2	500
TERF2	23	27	12	47	69	7	28	89	224	207	48	37	10	20	1	599
VPS4A	32	19	10	43	65	4	13	20	215	198	49	31	4	26	1	578
MTSS2	59	62	68	145	44	17	37	421	977	1486	559	385	92	197	6	7259
HSPA12B	24	7	3	31	5	3	3	3	4	8	3	3	4	2	4	1
ANKEF1	32	22	19	71	36	6	12	73	314	436	77	58	16	41	3	907
SCP2D1	0	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0
PCED1A	23	15	5	42	33	4	10	53	207	313	73	32	13	29	3	522
SNAP25	7	3	1	10	1	1	3	2	4	6	5	3	0	1	3	5
BTBD3	94	69	80	159	18	10	12	341	1316	1706	331	195	27	167	7	3924
PCNA	28	20	15	26	81	7	47	77	754	498	48	62	11	32	2	452
NXT1	8	3	9	7	26	1	10	31	83	88	11	18	0	14	1	124
POLR3F	21	10	16	22	13	4	7	40	227	229	36	34	4	15	2	261
RIN2	86	112	24	96	32	15	24	277	1145	1562	233	201	33	129	6	2181
PTPRA	89	67	27	101	94	8	32	221	1026	1208	142	176	33	100	1	1734
SSTR4	14	0	0	0	3	2	5	6	0	2	0	5	0	1	4	1
DAP3	70	43	30	96	144	6	61	335	782	794	154	134	22	64	4	1407
RHBG	13	11	1	21	2	0	2	17	5	4	7	6	1	2	6	18
KHDC4	58	65	11	52	46	9	25	164	730	1028	137	154	31	83	5	885
ATP1A4	33	13	10	58	4	5	6	9	12	14	4	9	12	3	4	8
NES	29	11	0	22	5	4	4	8	15	13	7	3	5	5	2	4
BCAN	39	18	12	29	5	5	5	8	4	10	6	3	6	3	2	7
CRP	9	1	0	4	1	0	1	1	0	1	1	0	2	3	1	0
ARHGEF11	103	98	42	150	49	11	31	320	765	975	237	217	27	119	14	2092
RAB25	59	26	30	89	20	6	9	219	802	747	97	114	13	73	1	1028
HAPLN2	13	8	0	18	2	1	0	2	2	1	1	1	0	1	0	4
APCS	2	0	4	2	0	0	2	1	0	3	3	0	0	2	0	0
FCRL2	4	4	4	34	73	6	28	18	7	6	6	3	2	5	5	2
DCAF8	31	34	12	67	51	1	15	82	422	630	60	49	7	64	0	1514
SYT11	17	12	1	26	30	2	7	53	36	17	16	8	1	2	3	44
IGHMBP2	49	27	6	68	32	12	17	56	177	211	55	71	9	18	13	413
ACY3	7	3	4	5	4	1	3	1	14	6	2	11	1	3	0	26
ALDH3B2	49	35	21	40	14	3	11	94	269	298	64	63	7	27	1	620
TESMIN	22	2	5	21	3	0	4	2	85	69	21	17	0	6	1	170
MMACHC	40	24	22	68	19	4	9	41	84	119	20	6	2	10	5	491
DPH2	17	6	13	25	27	5	19	83	223	209	38	34	4	20	6	504
TOE1	19	11	5	4	29	3	12	18	148	144	29	37	4	7	4	182
NASP	125	86	24	67	180	8	61	290	810	745	148	119	34	79	13	1755
MUTYH	23	10	0	15	1	0	1	1	15	6	4	6	1	3	1	38
CTNNBL1	40	25	21	94	21	11	22	102	284	287	51	72	9	33	8	665
LPIN3	51	32	28	51	17	7	17	96	293	370	65	99	16	36	9	373
ZSWIM3	6	3	1	7	20	2	9	6	66	96	23	12	8	9	2	134
RBM38	60	20	21	54	160	8	66	129	243	366	174	75	9	33	1	2873
VSTM2L	13	8	2	17	5	2	8	120	197	264	58	34	12	33	1	1089
OSER1	30	23	3	65	34	2	40	52	411	536	47	36	5	40	4	284
SERINC3	118	109	52	125	131	9	58	246	1841	2146	162	182	33	199	7	2076
PPP1R3D	18	17	5	33	45	0	8	135	236	323	34	30	5	21	2	295
DMGDH	20	13	17	28	5	5	5	83	82	128	63	60	14	24	7	215
BHMT2	15	14	0	19	2	0	2	4	3	8	0	4	1	1	3	24
AP3B1	63	72	36	67	143	13	55	235	1037	1083	149	170	21	102	7	841
ZBED3	21	9	2	20	0	2	2	14	52	43	16	13	0	7	0	114
PATJ	174	150	39	158	106	13	49	506	2842	3103	351	370	42	280	12	2896
KANK4	22	8	10	46	2	3	4	10	13	8	5	5	4	3	7	12
ANGPTL3	6	5	0	3	2	2	0	1	1	3	1	1	1	0	3	0
SYT4	3	2	0	3	2	1	1	5	2	0	2	5	0	1	2	0
SLC14A2	14	16	17	27	5	4	0	6	5	8	7	10	9	5	4	4
FBXO44	30	38	5	30	28	4	10	31	127	168	51	33	9	11	1	321
CPLANE2	14	1	6	17	24	1	5	90	76	134	38	36	2	14	1	543
CASP9	42	18	24	46	47	2	7	58	154	206	57	60	7	26	2	639
NMUR2	5	4	0	12	4	3	0	6	5	1	4	2	4	2	3	1
DCTN4	83	49	34	72	126	6	48	342	1207	1376	138	110	19	115	3	1512
PDE6A	34	18	1	33	12	7	7	13	16	19	18	6	9	7	10	31
ATP8A2	27	23	7	69	17	7	10	16	64	45	18	16	5	8	13	17
MTUS2	23	15	3	43	7	3	3	35	65	155	14	7	9	8	7	81
ZMYM5	31	16	7	23	28	2	15	112	307	350	55	37	5	23	3	159
USPL1	24	13	10	25	53	4	28	119	461	456	55	38	9	28	5	272
XPO4	49	40	13	64	126	6	59	173	1199	1064	135	119	10	69	10	865
TPTE2	21	7	0	23	3	3	2	3	3	6	3	2	4	1	1	6
POMP	61	38	20	112	51	4	20	238	690	639	79	79	20	58	7	563
CDK8	19	10	7	23	24	1	25	88	253	310	36	24	4	19	3	318
ALOX5AP	20	18	5	35	78	4	24	33	60	27	10	15	2	3	3	96
HMGB1P5	4	3	7	14	4	2	2	2	35	35	5	3	0	5	0	41
WASF3	12	5	7	24	11	4	7	8	56	77	12	16	5	5	5	148
RNF17	25	13	5	31	12	1	1	9	13	29	12	6	3	3	3	7
GPR12	10	12	3	8	0	0	1	1	2	4	0	2	1	0	0	1
CHRM3	34	26	2	43	5	4	4	3	58	57	7	8	3	7	5	65
MYH8	14	4	4	37	7	6	4	22	10	23	15	17	11	11	14	3
MYH10	93	65	48	83	37	18	25	298	656	1037	193	166	30	96	7	1594
PEMT	19	5	0	24	16	0	1	10	92	80	12	13	2	9	0	174
SCO1	63	36	31	93	61	3	17	94	506	550	63	72	20	48	5	692
MPRIP	158	178	79	238	368	37	130	450	1319	1651	424	415	77	164	11	2595
CHI3L1	14	40	5	25	16	3	3	22	17	43	5	8	2	4	1	11
MYBPH	7	6	6	10	0	2	4	1	4	5	3	2	2	1	3	0
PIK3C2B	81	77	51	119	211	20	59	192	481	698	121	138	23	70	14	1284
DSTYK	64	55	17	84	70	7	23	134	731	1100	125	122	16	87	9	1103
CHIT1	26	5	10	31	16	2	12	2	6	6	4	11	4	5	3	9
SLC41A1	48	28	13	56	28	5	24	61	372	720	142	66	17	54	5	2280
LGR6	48	44	1	34	11	4	4	10	302	271	12	15	2	23	5	170
TMCC2	32	28	12	49	10	2	4	7	199	364	69	44	4	37	3	616
DCLK1	32	15	5	36	14	4	8	26	96	96	19	6	3	13	3	144
CCNA1	17	3	1	10	3	2	3	49	206	36	29	8	5	6	5	90
COG6	62	50	20	78	65	5	16	85	805	926	112	126	19	98	3	589
SPART	95	33	27	75	64	9	28	331	832	1073	142	149	24	97	7	1812
RXFP2	7	11	1	3	6	2	5	8	6	3	6	4	2	0	7	3
EPSTI1	78	43	21	42	86	13	77	393	505	96	96	169	39	25	5	3701
TRPC4	8	2	8	14	4	2	4	10	8	2	2	3	5	3	4	1
POSTN	111	14	1	15	1	6	2	4	346	309	14	9	3	29	5	92
RFXAP	11	11	3	22	20	3	10	13	150	111	15	27	3	10	2	68
TPT1	989	485	764	2394	6810	251	1931	9949	19978	25147	3661	2624	396	2352	147	19987
GPALPP1	46	32	10	54	45	4	16	139	609	587	75	64	17	42	4	460
STOML3	72	39	39	139	23	7	4	162	773	1581	95	119	28	158	1	2970
KL	7	2	1	31	9	1	4	16	14	38	6	10	2	6	5	12
RFC3	13	2	6	18	9	4	17	32	197	109	8	17	4	14	2	66
STARD13	32	5	5	26	8	4	3	14	62	93	15	16	5	15	4	54
IRS4	4	3	1	13	6	0	3	9	26	47	10	13	7	7	3	77
MORC4	13	22	3	27	10	4	4	32	255	194	30	33	5	27	4	159
BEX2	8	7	7	6	26	1	9	3	141	135	12	11	2	11	2	56
RNF128	6	7	1	10	1	0	1	32	144	95	9	12	2	13	3	17
GNG5P2	1	1	1	2	0	0	0	1	1	1	0	0	0	0	0	4
TBC1D8B	16	17	9	34	7	4	7	61	376	537	25	48	6	51	3	106
TCEAL4	31	27	13	15	47	5	14	88	275	312	58	33	2	26	4	470
BEX1	2	1	0	0	6	0	1	2	3	1	0	3	0	1	3	1
FAM104A	17	15	4	31	82	5	34	103	518	493	79	69	14	41	2	487
SLC39A11	57	25	0	79	15	5	12	107	378	453	54	56	13	38	2	721
EPHB2	64	27	10	74	7	12	11	73	360	373	26	53	7	41	8	170
SRRM1	117	101	77	84	142	10	79	393	1571	1459	263	232	20	126	5	3601
BTBD2	81	27	1	89	79	4	22	148	468	442	106	65	12	46	4	1171
PRAM1	28	19	6	19	5	5	8	46	24	29	12	21	8	6	0	43
KMT5C	32	18	7	46	5	2	8	50	69	137	61	33	10	8	0	475
ZNF414	24	5	4	23	9	2	7	37	64	50	19	8	3	11	3	228
PDE6B	83	12	22	62	12	6	8	90	166	272	66	50	15	31	7	722
HSPBP1	57	36	20	62	24	7	21	176	390	437	212	89	23	58	1	3149
CSNK1G2	68	66	15	75	143	14	53	135	385	447	203	170	28	67	4	1930
SLF1	46	26	6	35	50	5	13	101	479	386	67	79	8	47	8	207
CNDP2	215	97	103	273	215	22	93	671	1674	2053	585	400	78	178	11	5921
MACROD1	26	6	9	32	8	2	5	3	97	167	27	25	5	17	1	207
WDR74	16	23	6	35	91	5	25	115	264	254	53	43	13	21	7	505
LGALS12	5	1	7	19	1	2	0	4	2	4	2	4	2	1	3	2
RTN3	113	81	50	101	46	11	31	230	2095	2299	211	230	23	185	1	3239
PLAAT4	125	60	68	129	58	10	52	789	744	582	222	225	31	53	1	2265
PLAAT2	13	7	7	41	16	2	3	53	64	124	34	35	9	12	3	1705
MYH11	83	38	19	94	24	15	21	35	26	29	23	16	9	15	17	34
CEP20	26	35	12	33	75	3	32	130	625	457	66	56	5	42	0	461
MED10	17	9	13	22	29	1	6	89	167	232	48	42	7	12	2	527
PDZD2	83	87	35	137	19	10	27	230	984	1199	79	185	16	110	12	732
MORC2	36	35	35	56	31	7	22	141	361	529	90	103	22	60	8	885
LARGE1	29	19	19	66	41	6	16	87	150	151	34	28	6	12	8	454
GSTT2B	6	2	0	1	1	0	0	2	10	9	2	2	3	2	2	10
MYO18B	48	17	4	66	14	14	8	14	22	25	15	28	9	10	8	10
SLC2A11	34	11	4	39	17	7	7	9	76	113	18	26	13	17	2	251
C1QTNF6	32	7	3	31	12	2	8	14	91	102	14	22	1	11	1	155
GGT2P	5	4	0	0	0	0	0	1	21	2	3	2	0	0	0	6
FAM83F	93	76	39	175	42	7	17	260	747	1110	229	196	20	108	4	2704
SEC14L4	18	10	0	24	6	1	3	6	10	22	3	6	2	1	5	16
ZDHHC8P1	18	13	2	23	2	0	1	5	10	1	1	4	1	2	3	10
GIMAP6	31	17	11	34	136	4	92	182	189	65	80	68	18	6	8	265
GIMAP4	21	20	2	20	201	3	102	297	122	49	35	45	17	12	1	85
ADCK2	15	7	8	31	26	2	9	38	226	246	42	23	7	41	10	341
MKRN1	175	143	42	114	266	17	92	614	1656	1847	362	280	46	181	9	3507
AGAP3	99	63	35	111	90	9	20	188	403	708	130	110	19	61	12	977
KRBA1	29	7	5	39	11	6	14	60	102	133	33	45	7	14	10	198
