Gene	NLF_SiC_Un_1_S1_R1_001	NLF_SiC_Un_2_S9_R1_001	NLF_SiC_Un_3_S17_R1_001	NLF_SiH_Un_1_S3_R1_001	NLF_SiH_Un_2_S11_R1_001	NLF_SiH_Un_3_S19_R1_001
EXOC2	789	1127	585	670	453	615
LINC01394	3	15	2	6	0	1
FOXF2-DT	12	6	13	23	3	11
HMGN2P28	1	1	0	0	0	0
FAM50B	36	101	105	35	51	37
EEF1E1	85	48	96	104	44	121
RPL34P16	10	6	17	22	3	13
RPL21P63	1	0	0	1	0	3
SEPTIN14P6	0	0	0	0	0	0
BLOC1S5	261	349	185	108	32	44
RPS3P4	297	204	312	504	211	461
ARPC3P5	39	52	39	45	47	74
RPS12P12	4	3	1	5	7	4
OFCC1	0	1	0	1	5	0
ASS1P1	0	0	2	1	0	2
TMEM170B	168	119	78	81	26	39
NBAT1	7	1	4	8	0	12
LNC-LBCS	2	0	1	1	0	4
PSMC1P11	0	0	0	0	0	0
LINC00581	0	1	0	0	0	0
JARID2-DT	0	1	0	7	0	0
PPIAP29	6	18	21	12	11	18
LINC00518	0	0	0	0	0	0
KDM1B	664	836	336	307	231	182
ABT1	331	377	357	229	228	312
RPL21P61	0	0	0	0	0	0
PIP5K1P1	0	0	1	2	0	0
BMP6	2	14	8	20	21	26
TXNDC5	44	46	55	157	139	130
LOC101928463	0	0	0	0	0	0
ZNF322	114	72	68	89	60	91
ARMH2	0	0	0	0	0	0
HDGFL1	0	0	0	0	0	0
FOXQ1	24	131	73	99	73	64
RNF182	339	198	136	228	60	129
RPL7AP36	0	1	1	0	0	1
RPP40	69	106	130	72	66	115
DEK	4741	4230	2530	2750	1476	1682
LINC00240	4	10	11	4	0	7
LINC01622	41	47	8	15	10	4
STMND1	0	0	0	0	0	0
RPSAP2	0	0	0	0	0	1
GUSBP2	2	7	0	1	1	2
LYRM4-AS1	81	96	78	128	65	59
BTN2A1	408	708	439	414	528	437
LOC105374989	0	0	1	2	0	0
HIVEP1	891	610	411	636	285	373
VN1R12P	0	0	0	1	0	0
KRT18P1	0	0	1	0	0	0
HLA-U	0	0	0	0	2	0
NOP56P1	2	0	2	5	0	7
GFOD1	383	320	213	498	136	334
HLA-K	25	23	5	18	12	1
LOC442155	8	10	2	0	1	1
JARID2	514	401	201	637	238	334
ELOVL2	22	1	0	70	8	24
OR2B4P	0	0	0	0	0	0
MRPL35P1	0	0	0	1	0	0
TRIM27	805	1119	865	1162	1084	1139
HNRNPA1P37	0	0	0	0	0	0
HCG4B	6	0	6	5	0	0
ZNF90P2	0	0	0	0	0	0
SCAND3	5	25	1	2	4	0
EDN1	42	31	115	90	78	206
SAR1AP1	5	4	3	7	3	9
E2F3-IT1	0	0	0	0	0	0
SMIM13	1214	637	744	167	88	165
HCG9	0	0	0	0	0	0
RBM24	193	455	277	162	234	217
KRT18P38	0	0	1	0	0	0
MICD	1	1	0	0	0	0
DDX18P3	0	1	0	1	0	0
SSR1	4598	3807	2895	9763	8182	9410
FOXF2	1478	1782	1070	1369	539	666
DDX39BP2	0	0	4	0	1	6
SOX4	3550	3538	1252	3631	1819	987
LINC02533	1	1	0	0	0	0
CDKAL1	250	290	113	171	113	79
DCDC2	0	2	0	0	0	2
ID4	52	21	35	113	15	54
HLA-A	3166	5957	6842	7207	8218	8061
BOLA2P3	0	0	0	0	0	0
KIF13A	2658	3976	1557	1705	2406	1597
HCG15	1	3	0	1	0	1
JARID2-AS1	0	0	0	0	1	1
TFAP2A-AS2	3	5	2	7	0	1
SYCP2L	0	2	0	3	2	0
IMPDH1P9	0	3	0	1	2	0
TPMT	624	625	470	413	695	623
ELOVL2-AS1	1	0	0	1	0	0
CAGE1	0	1	0	0	1	2
LEMD2	757	1129	851	883	591	733
FOXC1	129	215	78	105	56	59
MCCD1P2	0	0	0	1	0	0
TFAP2A-AS1	6	7	1	3	2	0
ERVFRD-1	0	0	0	0	1	2
NHLRC1	7	16	15	27	23	41
CDYL	659	934	472	818	679	652
MOCS1	320	386	324	130	87	94
COX11P1	0	0	2	0	0	0
UNC5CL	0	0	1	5	2	0
TSPO2	0	0	0	2	0	0
GRM4	2	0	0	1	1	1
MBOAT1	98	173	60	52	5	18
MYLIP	555	466	163	306	281	128
TRIM26	356	588	390	383	757	403
ZFAND3	1614	2110	1381	1062	748	723
AMD1P4	0	1	0	0	0	0
TUBBP9	0	0	0	0	0	0
DNAH8	0	1	0	0	0	0
SMIM29	120	216	360	189	250	323
RIOK1	282	325	259	321	279	347
ITPR3	522	1987	875	525	787	383
NEDD9	1342	164	790	157	31	173
ABCC10	228	572	373	166	239	260
SLC26A8	0	11	2	3	6	0
RPS10-NUDT3	0	0	0	0	0	1
ANKRD18EP	54	23	22	78	10	20
RPL15P3	138	159	188	308	140	272
KCTD20	2994	2095	1764	3579	2017	2766
MLN	0	0	0	0	0	0
ZNF318	906	1343	542	960	428	398
UQCC2	241	324	478	210	232	468
HCG14	1	1	1	0	0	0
DAAM2	841	733	546	207	47	64
SUPT3H	72	35	34	109	68	67
MMUT	915	859	379	601	450	377
TRAM2	8118	8968	5315	4601	3485	3747
ZFAND3-DT	0	0	0	0	2	0
FTH1P5	5	21	7	11	29	29
STK38	753	2091	750	1198	813	835
RPL23P6	218	173	312	367	191	413
BTBD9	369	649	304	293	322	274
GGNBP1	0	0	0	0	0	0
PGK2	0	0	0	0	0	0
ADH5P4	192	265	177	159	184	182
CD83	53	52	23	86	69	60
TBC1D22B	461	604	373	583	512	467
ELOVL5	1762	2404	1420	3269	1848	2800
KCNK5	0	0	0	1	0	0
TCTE1	1	0	3	3	6	1
LOC102723883	0	0	0	0	0	0
HMGA1	5014	6010	11519	3915	3322	6425
DPRXP2	0	0	0	1	0	0
RNF8	287	455	285	256	159	249
NUDT19P4	0	0	0	0	0	0
CENPQ	97	97	70	52	17	45
RUNX2	391	245	223	117	81	46
IP6K3	51	88	81	9	33	12
NUFIP1P1	17	12	7	3	11	6
RBBP4P4	14	19	12	27	15	11
TREML4	0	0	0	1	3	0
B3GAT2	5	8	2	12	2	5
DBIP1	0	0	0	0	0	0
LOC100420052	0	0	0	0	0	0
SAYSD1	149	179	90	163	139	118
DLK2	3	2	3	8	0	7
CDC5L	1238	1411	851	1030	856	801
LOC124901351	0	0	0	0	0	0
ZNF451-AS1	3	27	13	9	12	15
LAP3P1	0	2	0	0	0	0
PKHD1	0	0	0	0	0	0
GCNT1P4	0	0	0	0	0	0
LGSN	0	0	0	0	0	0
LINC02540	0	0	0	0	0	0
SLC29A1	383	1010	640	398	336	315
LOC100132834	1	2	0	1	1	0
SDHAF4	111	129	131	75	54	109
MLIP	0	0	0	0	2	2
RPS16P5	0	1	0	0	0	0
BTBD9-AS1	0	1	0	0	0	0
TRAM2-AS1	124	149	103	87	35	58
SLC35B2	1234	1958	1702	1373	2509	2165
CYB5R4	428	506	436	518	543	654
LINC01526	0	1	0	0	0	0
ME1	329	808	419	1287	3295	3882
PRIM2	346	712	345	181	342	194
SPDEF	1	1	0	0	0	0
POU3F2	4	2	6	0	1	0
ADCY10P1	13	26	4	50	39	22
LOC105375082	0	0	0	0	2	0
MRAP2	0	15	2	0	5	1
ZNF451	742	959	544	1238	909	874
RCAN2-DT	0	0	0	1	0	0
LINC00680	124	182	77	83	83	45
RPS10	23	37	57	45	31	33
GUSBP4	0	2	1	1	0	0
NPM1P38	0	1	0	0	0	0
PRDM1	238	222	139	629	280	248
NUDT3	33	44	18	27	23	42
RUNX2-AS1	0	0	0	0	0	0
PAQR8	215	152	54	144	37	22
GLYATL3	0	0	0	0	0	0
CD109	1908	5404	1788	3323	4881	2799
CEP162	286	347	89	198	77	52
LINC01611	3	0	0	0	0	0
SPATS1	1	0	0	1	2	1
IFITM3P3	0	3	0	5	4	1
KIF6	0	1	2	0	0	1
PACSIN1	0	0	0	0	1	0
SRSF3	2710	2226	1988	2554	2435	2635
FILIP1	1	7	3	10	3	0
GPR63	82	97	85	20	7	18
RPL35P3	1	0	0	0	0	0
NPM1P37	0	2	0	2	0	0
TREM1	2	0	0	42	4	3
CYP39A1	4	7	4	0	3	8
SUMO2P8	0	0	0	0	0	0
LCAL1	0	0	0	0	0	0
HMGB1P20	0	0	0	0	1	0
LINC02549	0	0	0	1	0	0
LOC101927020	0	0	0	0	0	0
IBTK	1586	1647	989	1713	1513	1368
AARS2	272	292	279	334	262	234
GAPDHP63	4	9	12	12	17	16
TPI1P3	3	0	3	2	6	2
LAMA4-AS1	5	7	4	1	1	2
BRD7P4	0	0	0	0	1	0
MCHR2-AS1	0	0	0	0	0	0
CD24	4	4	0	5	0	0
CASC6	0	0	0	0	0	0
RPSAP44	2	0	2	0	0	3
LOC101927189	0	0	0	1	1	0
TUBB3P1	1	0	3	0	0	1
CEP85L	557	498	223	1498	637	480
NEPNP	0	0	0	0	0	0
SMARCE1P2	3	0	0	2	1	0
LINC00222	5	5	4	3	5	0
ENPP5	6	9	4	1	1	3
BDH2P1	1	3	1	1	0	3
LCA5	271	227	178	221	153	121
GAPDHP42	1	3	0	0	0	0
LNCPOIR	0	0	0	0	0	3
HSP90AB1	7565	11118	7518	15138	13525	13549
PRELID1P1	1	1	0	2	1	4
LIN28B-AS1	0	0	0	0	0	0
MFSD4B	149	180	122	198	72	94
TSPYL4	364	549	426	182	69	120
GFRAL	0	0	0	0	0	2
SOCS5P5	0	1	0	0	0	0
LRRC1	440	359	236	187	143	162
TFAP2B	1	0	0	1	0	1
CBX3P9	60	39	47	61	35	48
LINC02518	0	1	2	2	0	1
COL19A1	1	0	1	2	0	2
RPL7AP34	0	0	0	0	0	1
RPL31P28	1	0	1	0	0	0
NCOA7	1277	1955	634	1748	1862	942
RPL21P67	0	0	0	0	0	0
MTRES1	154	251	131	206	159	200
LOC100420531	0	0	0	0	0	0
MYMX	0	2	0	0	0	3
ZPR1P1	15	14	11	7	10	20
PRSS35	530	530	446	69	96	167
KRASP1	0	0	0	0	0	0
TREML3P	1	13	4	7	183	90
CLVS2	0	0	0	1	0	0
NFKBIE	405	279	392	326	215	260
SMAP1	261	304	163	188	170	154
ELOVL4	346	364	249	495	127	183
VGLL2	0	0	0	0	1	0
BRD7P3	0	0	0	1	0	0
SLC25A5P7	0	0	0	0	0	0
REV3L	4003	7630	1668	4035	3318	1114
GJA1	7850	7530	2505	7664	4834	2848
STX7	1526	1995	1077	821	445	634
MTFR2	2	5	13	2	3	2
RPL7AP35	0	0	0	2	0	0
KRT18P22	0	1	0	0	0	0
ENPP4	13	28	81	2	3	3
NUS1	683	570	402	1306	821	920
SENP6	2222	2471	1227	2319	1786	1624
RPS17P5	1	1	0	2	0	0
SIM1-AS1	0	0	0	0	0	0
CD2AP	896	1111	649	1113	1237	937
FBXL4	631	595	391	798	396	529
UBE2J1	2253	2146	1436	2871	1760	2441
ARMC2	19	40	24	37	21	44
HACE1	443	531	289	647	350	365
NCOA7-AS1	0	0	0	0	0	0
LYPLA1P3	10	10	8	5	6	4
TENT5A	1135	1812	473	3704	6215	2007
PA2G4P5	0	3	1	1	0	2
RAP1BP3	0	0	0	0	0	0
RPL23AP48	0	0	0	0	1	0
BVES	468	671	433	149	115	101
BTF3L4P3	0	0	0	0	0	0
FAM229B	127	165	148	159	130	374
SOGA3	5	1	0	7	0	1
FAM184A	5	7	4	4	8	2
LINC01556	0	0	0	0	0	1
LINC02865	0	0	0	0	0	0
VTA1	1408	1560	1084	989	906	1109
NT5DC1	845	1015	502	649	463	606
TPD52L1	138	491	371	24	29	89
TMEM151B	2	0	1	0	0	1
RPL32P15	0	0	0	0	0	0
ADGRF1	2	0	0	0	0	0
TRMT11	282	345	218	222	144	248
KCNK17	0	0	0	0	0	0
COL21A1	25	23	1	201	14	22
RPS27AP11	6	7	9	14	3	10
LINC02880	1	0	5	7	0	0
HBS1L	1492	1750	1205	1147	829	1220
FABP7	0	0	0	0	0	0
HINT3	786	1393	669	628	511	511
CALHM6-AS1	1	0	0	0	1	0
RRAGD	8	17	38	11	6	8
HLA-J	0	1	3	1	2	0
NDUFAB1P1	2	0	0	0	0	0
EPB41L2	4419	5238	1592	2519	2368	1234
POM121L14P	0	0	0	0	0	0
PEX3	287	397	213	874	513	533
RPS18P9	63	79	42	66	23	41
HSF2	397	424	222	364	253	305
TINAG	0	0	0	0	0	0
LOC124901409	0	0	0	0	0	0
TBX18	168	80	4	71	5	0
ABRACL	254	273	289	342	235	393
TREM2	1	11	5	8	16	15
HDAC2	2578	2598	1902	2097	1479	1768
LOC101928516	0	0	0	0	0	1
LINC01277	0	2	0	1	0	2
BCLAF1	2869	3398	1819	2529	1937	2144
DAAM2-AS1	3	18	0	4	0	0
GAPDHP73	1	0	0	2	0	1
ADGRG6	1880	6506	796	1871	2154	724
HDDC2	527	667	732	467	504	880
LOC115308161	4	2	0	0	0	0
NKAIN2	0	1	0	4	1	0
CALHM6	1	0	0	0	0	0
TMEM244	0	0	0	0	0	0
TARID	72	46	9	161	63	50
BMP5	1	0	0	16	0	1
FAM83B	1	0	0	1	0	0
FCF1P5	0	0	0	0	0	0
RAB32	958	993	1632	664	731	1758
COL10A1	2	2	3	12	54	12
MOXD1	4069	1483	1070	5684	1479	1002
ASCC3	3393	4201	2424	3460	3962	3273
LINC02524	0	0	0	0	0	0
PPP1R14C	2	63	16	30	36	11
LOC105375026	0	0	0	0	0	0
FNDC1-IT1	1	1	0	0	0	0
EYS	7	2	2	4	13	3
RFPL4B	1	2	0	0	2	2
EFHC1	414	614	243	331	117	220
MED23	859	1121	494	1426	1490	1241
LINC02840	0	0	0	0	0	3
TBC1D32	110	83	44	206	111	91
RPA3P2	0	0	0	0	0	0
FKBP1C	13	68	60	25	96	85
PLN	1	6	0	1	8	2
MAN1A1	2089	2380	873	3186	3257	2240
FTH1P26	0	0	0	0	0	0
HIVEP2-DT	6	2	0	5	8	1
LOC100421091	0	0	1	0	0	0
GOPC	1515	1542	869	1460	1127	1188
CDK19	791	720	346	666	199	208
MAP3K4-AS1	114	80	76	171	45	235
FILNC1	0	0	0	1	0	0
LMBRD1	1009	1454	780	948	709	685
MARCKS	5545	4269	2090	8202	2997	3901
SMPDL3A	1706	667	429	2518	381	702
HECA	869	1003	448	878	382	452
TRAPPC3L	3	0	0	5	5	0
OSTCP1	1	1	0	2	0	2
SLC18B1	197	402	92	375	499	229
PM20D2	416	208	126	94	36	34
PNRC1-DT	0	0	0	0	1	0
LINC00242	4	15	1	3	0	1
CYCSP55	2	2	0	0	0	1
TNFRSF21	865	222	476	3706	1312	1468
ALDH8A1	5	2	5	8	8	10
RNGTT	445	488	377	210	157	279
OGFRL1	1081	560	549	2172	842	1742
RPL32P16	7	6	9	6	5	14
RPS12P13	0	0	0	0	0	0
BTF3P10	161	199	140	165	116	139
MEMO1P2	1	1	0	0	0	0
LOC100422587	0	0	0	0	0	0
RPS6KA2	3974	4446	1373	1430	973	612
HEY2	0	0	0	2	0	0
ATP5MGP2	1	0	2	0	0	0
OARD1	193	288	212	330	253	301
RPL23AP47	0	0	0	0	0	0
NDUFAF4	207	252	297	155	191	285
ADAT2	108	102	112	829	280	224
POPDC3	103	165	180	233	314	419
VDAC1P8	36	63	35	63	25	40
TREML2	0	0	0	0	0	0
DSE	1043	911	442	2721	2322	2007
ANKRD6	10	16	1	8	3	1
PDSS2	133	109	85	148	123	99
TBX18-AS1	0	0	0	1	0	0
TMEM242	378	555	332	299	279	347
ACTG1P9	0	0	0	0	0	0
LOC153910	1	1	3	0	0	1
ATG5	778	822	507	500	415	546
HYMAI	0	2	0	1	1	0
TMEM242-DT	2	9	3	4	1	4
ATP5MFP2	34	42	92	31	46	82
HIVEP2	967	1018	666	1309	598	567
MLIP-AS1	0	0	0	0	0	0
PERP	1797	3035	1907	3165	4359	4689
UST	576	487	259	921	917	682
GABRR1	0	1	0	0	0	0
ULBP3	194	334	181	101	228	79
PDE7B-AS1	1	10	4	12	11	30
LINC01625	7	0	4	13	0	6
FAM8A6P	0	0	0	0	0	1
HEBP2	954	1497	1470	937	591	1066
LUADT1	0	0	0	0	0	0
RPL21P69	0	1	3	0	1	4
AKAP12	3438	3519	507	4547	648	452
LINC01626	0	0	1	0	0	0
NUDT19P3	0	0	0	2	0	0
ARMC2-AS1	0	0	0	0	0	0
RAET1L	0	2	0	0	2	0
TTK	20	11	4	6	9	2
ARID1B	1414	1523	744	1574	725	578
TUBB8P2	0	0	0	1	0	0
KIAA0408	1	4	1	3	2	0
HSPD1P10	0	0	1	0	1	0
RPS12	8955	7691	9743	15472	8013	15221
KRT8P42	0	0	0	0	2	0
GJB7	0	0	0	0	0	0
CNKSR3	283	335	139	169	81	75
LOC285804	0	0	1	0	0	2
LOC100129616	0	0	0	0	0	0
FOXO3	3066	2658	1219	1403	665	600
LOC101927293	6	0	2	1	0	0
CDC40	564	582	346	723	575	580
DYNLT1	1443	1486	2110	408	361	463
LOC101929460	2	0	0	0	0	0
CYP51A1P3	1	4	0	0	1	0
LINC01624	0	0	1	1	0	0
LAMA4	8673	16615	3794	25537	16073	9535
PTPRK-AS1	1	2	0	0	2	0
LDHAL6FP	0	0	0	0	0	0
RAET1M	0	0	0	0	0	0
FRK	80	227	59	181	239	133
LOC100129847	0	0	0	0	0	0
VIP	0	0	0	0	0	0
GABRR2	6	11	0	31	13	6
DLL1	74	106	78	168	32	103
KLHL32	0	0	0	0	1	0
REV3L-IT1	0	0	0	0	0	0
PARLP2	10	7	11	9	9	15
LOC100420839	1	5	0	0	0	0
MAP3K4	622	584	266	981	398	826
BCKDHB	168	195	117	229	96	99
SAMD3	26	19	32	8	6	8
QKI	5672	4262	2352	4514	2422	2136
UST-AS1	0	0	0	0	0	0
PRIM2BP	0	0	1	1	0	0
IMPG1	2	15	0	7	0	1
RPL9P18	2	1	2	2	2	2
MARCKSL1P2	0	0	0	0	0	0
LINC02529	0	0	0	0	0	0
RPS24P12	0	4	0	0	0	2
NIP7P3	0	0	1	0	0	0
LINC00472	158	278	154	199	105	163
MTRF1L	99	167	105	132	106	188
PNRC1	1791	2354	955	1901	948	820
TXLNB	57	11	9	198	18	24
CT69	4	3	2	3	4	9
GRM1	2	1	0	0	0	0
RSPO3	12	85	14	148	156	52
SH3BGRL2	159	63	89	178	56	108
CD109-AS1	1	17	0	1	4	2
ARFGEF3	3	199	20	14	34	9
UST-AS2	0	2	0	0	1	1
GAPDHP15	2	0	0	0	0	0
FUCA2	667	1276	768	1776	2110	1706
CLNS1AP1	0	0	0	0	1	0
SLC17A5	764	2012	1012	1374	1202	1224
SLC22A3	0	1	3	0	0	0
RPS4XP8	10	8	6	6	2	6
RPL17P25	0	0	0	0	0	0
WASF1	534	665	316	514	329	198
FBXO5	160	135	80	121	64	47
PPIL4	820	828	680	854	518	688
ERMARD	273	416	190	281	183	155
ZC2HC1B	0	0	0	0	0	0
GINM1	1726	2067	1184	2407	1439	1579
SAMD5	360	373	77	121	56	46
ARG1	1	1	0	1	0	1
PSMB1	1384	1691	1395	2099	2320	2823
SLC2A12	355	792	137	285	711	408
ULBP1	355	161	88	289	103	133
SOBP	238	143	46	336	134	77
AGPAT4	329	427	164	404	204	127
DKFZp451B082	0	0	0	1	1	0
WDR27	210	257	77	177	74	79
LPAL2	2	8	9	4	4	5
PHACTR2-AS1	0	0	0	0	0	0
B3GALNT2P1	0	0	0	0	0	1
SLC22A2	0	0	0	0	0	0
ZDHHC14	70	204	123	218	122	149
LOC101929420	0	0	0	0	0	1
C6orf58	3	4	0	17	2	3
LOC100129554	0	0	1	0	0	0
PDE7B	638	681	410	1147	365	337
SRSF12	4	7	4	2	1	4
CACYBPP3	0	0	0	0	0	0
TULP4	452	486	360	766	377	456
CTAGE13P	1	0	0	1	0	0
ERHP2	0	0	1	0	0	0
PHF10	1276	976	392	1213	281	393
AIG1	421	502	431	421	275	408
KATNA1	359	402	173	233	149	186
HMGN3	451	699	355	220	219	294
TUBE1	237	270	120	215	137	204
SSXP10	0	0	0	11	21	8
LOC101929004	0	1	0	0	0	0
LOC107986524	0	1	3	55	194	40
LTV1	198	217	223	160	180	279
RPSAP45	1	2	1	2	0	3
FNDC1	8	30	10	9	22	3
AFG1L	43	27	12	59	34	26
DYNLT2	23	35	6	22	10	3
UBE3D	40	43	50	24	14	35
LOC100129844	0	0	0	0	0	0
PDCD2	646	882	646	640	526	732
ILRUN	1272	1668	1075	2099	1758	1955
BAG2	2127	1749	1410	1020	1000	1135
KRT18P65	0	0	0	0	0	0
L3MBTL3	361	893	247	356	319	238
FNDC1-AS1	0	1	0	5	0	0
GLO1	2363	2668	1936	1334	790	1372
RAB23	1541	1736	1332	685	374	558
HLA-W	1	3	2	2	2	0
LATS1	994	898	416	1030	638	564
RPL7P25	0	0	1	0	0	0
YAP1P1	1	5	2	2	3	1
TFGP1	0	2	0	1	0	0
RGS17	264	274	157	315	305	165
SLC35F1	1	0	0	0	1	0
RPL27AP6	128	66	82	95	49	103
CITED2	8001	8964	8372	3560	2346	3869
FYN	1379	1840	973	1460	972	822
ENPP3	6	0	1	1	0	0
RNA5SP202	0	0	0	0	0	0
MIR4639	0	0	0	1	0	0
Y_RNA	0	0	0	0	0	0
RNU6-1114P	0	0	0	0	0	0
RN7SL128P	0	0	0	0	0	0
RNU6-141P	0	0	0	0	0	0
RN7SL471P	0	0	0	0	0	0
RNU6-930P	1	0	0	2	0	0
MIR6835	1	1	0	0	0	2
RN7SL502P	1	0	0	0	0	0
RN7SL200P	0	0	0	0	0	1
RN7SL285P	0	1	0	0	0	0
RN7SL748P	0	0	0	0	0	0
MIR6780B	0	1	0	0	0	0
RN7SL811P	0	0	0	0	0	0
MIR4642	0	0	0	0	0	0
MIR5685	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	1
LOC124900219	0	0	0	0	0	0
RNU6-130P	0	3	1	0	1	0
RNU6-411P	0	0	0	0	0	0
RNU7-48P	0	1	0	0	0	0
RN7SL47P	0	0	0	0	0	0
RNU6-1016P	1	3	0	4	2	1
RN7SKP163	0	0	0	0	0	0
RNU6-1226P	1	0	0	0	0	2
RN7SKP56	0	0	0	2	0	0
RNU4-35P	0	0	0	0	0	0
SNORD101	2	5	2	6	0	1
MIR3662	1	3	0	0	0	0
MIR3145	0	0	0	0	0	0
SNORD100	0	6	0	2	1	5
SNORA33	6	13	6	8	5	28
RN7SKP106	1	0	0	0	0	0
MIR4644	0	0	0	0	0	0
RN7SL336P	1	1	0	0	0	0
RNA5SP221	1	0	0	2	0	0
LOC124901526	6	10	1	8	0	9
Y_RNA	0	0	0	0	0	0
PIMREGP3	0	0	0	0	0	0
RPL22P14	0	0	0	0	0	0
CASP8AP2	452	575	237	291	160	150
FBXO30	1146	2129	596	1042	1538	1425
LINC01312	0	1	0	5	5	1
TBPL1	432	569	350	335	442	393
TCF21	663	336	191	2385	770	918
GSTA3	0	0	0	0	0	0
GSTA4	401	578	347	693	819	762
GCM1	0	0	0	0	0	0
IQCB2P	1	0	0	0	0	0
OR2W2P	0	0	0	0	0	0
OR2W6P	0	0	0	0	0	0
OR2B6	0	3	1	2	6	0
TATDN2P2	17	15	26	13	8	19
MIR3939	0	0	2	0	0	0
CEP43	144	197	82	215	145	185
HTR1B	0	1	3	11	0	0
PPP1R3G	57	83	54	94	69	47
RIPOR2	219	214	111	368	208	186
DCBLD1	737	714	630	5800	1987	2593
PHF3	1514	1743	750	2690	1456	1261
TPBG	2185	1817	1361	2491	1326	1524
TSPYL1	2143	2489	1386	1182	896	879
SIM1	0	0	0	0	2	0
NUP153	1447	1576	847	1113	974	1147
FARS2	83	108	88	61	53	91
DTNBP1	111	181	120	134	79	39
TFAP2D	0	0	0	0	0	0
RNF144B	143	129	122	111	191	87
PXDC1	723	833	711	602	600	767
IYD	0	0	0	0	0	0
SLC22A16	0	0	0	0	2	0
DDO	40	114	37	23	61	13
WRNIP1	904	1185	859	579	434	586
SERPINB1	377	863	489	296	286	356
MIR4645	0	1	0	0	1	0
SERPINB9	181	100	132	99	20	31
SERPINB6	850	1296	794	1592	1249	1428
LINC01011	2	13	7	9	13	19
NQO2-AS1	1	0	0	1	0	0
HTATSF1P2	12	4	1	24	6	1
FAM136BP	2	0	0	0	0	1
BPHL	71	124	67	79	64	68
TUBB2BP1	0	1	0	0	0	1
GPLD1	5	9	4	0	3	0
ALDH5A1	10	41	9	39	4	3
TDP2	1011	1909	923	1577	3729	2665
ACOT13	189	448	228	404	694	648
TBC1D7	232	348	310	298	693	567
LINC02530	0	0	0	0	0	1
EPM2A	130	265	109	84	69	87
FIG4	575	1176	498	358	367	174
GMPR	232	789	361	189	1116	117
GABBR1	486	1075	307	501	203	194
TMEM183AP1	0	0	0	0	0	0
SNORD32B	0	0	0	0	0	0
SUMO2P1	14	15	10	17	11	16
MOG	0	0	0	0	0	0
ZDHHC20P1	2	0	5	0	0	0
HLA-F	39	193	74	66	274	65
HLA-F-AS1	38	63	37	17	10	4
MICE	1	10	5	2	0	0
HCG9P5	0	1	0	0	0	0
Y_RNA	0	3	0	0	1	0
IFITM4P	0	5	0	0	0	0
HLA-V	0	0	0	2	1	0
HCG4	0	0	0	0	0	0
GCNT2P1	1	1	0	1	0	0
PAK1IP1	367	272	300	213	250	418
TMEM14C	1470	1414	1594	2638	2107	2958
TMEM14B-DT	5	11	6	18	6	7
TMEM14B	533	485	474	369	365	602
RNA5SP203	0	1	0	2	0	0
MAK	8	4	2	2	4	6
GCM2	0	0	0	1	0	2
ZFP57	0	0	0	0	0	0
HNRNPH1P1	0	5	0	0	0	0
RNU4ATAC18P	1	1	1	0	5	0
WTAP	1727	2172	1016	3122	3135	1623
SOD2-OT1	0	1	0	1	0	1
ACAT2	186	183	205	147	140	278
TCP1	2982	3906	2459	3241	2744	3457
SNORA20	2	4	1	2	3	2
MRPL18	478	773	807	482	708	1119
PNLDC1	0	2	4	0	0	0
RPL7L1	1723	2218	1790	1979	1830	2503
C6orf226	13	29	50	18	20	46
PTCRA	0	0	0	0	0	0
LINC02976	4	29	8	14	7	6
RPL24P4	1967	1445	2106	2713	1390	3021
GNMT	0	3	0	6	3	2
PEX6	276	475	274	535	454	305
PPP2R5D	408	499	400	452	286	277
MEA1	524	897	982	696	711	928
RRP36	460	745	767	577	650	998
RN7SL403P	1	1	0	1	1	0
KLC4	163	358	190	186	118	99
MRPL2	15	31	13	16	9	23
KLC4-AS1	1	1	0	0	1	0
PTK7	6614	2991	2853	7498	1383	1858
SRF	892	703	797	245	166	161
CUL9	232	370	160	324	207	182
DNPH1	40	107	134	53	91	100
TTBK1	0	1	4	0	0	0
LOC643067	0	0	0	0	0	0
KCNQ5-DT	1	7	3	1	3	0
PGAM1P10	0	0	1	0	1	0
KCNQ5-AS1	0	5	3	0	2	0
KHDC1P1	0	0	0	0	0	0
KHDC1L	0	0	1	1	0	0
LOC122539212	64	66	44	38	21	2
RPSAP41	0	0	0	0	0	0
SDCBP2P1	0	0	0	0	0	0
KHDC3L	0	2	0	0	0	0
RPL39P3	128	89	206	215	111	282
DDX43	1	0	11	14	0	46
GUCA1B	20	44	18	12	5	4
MRPS10	708	946	629	661	680	988
CRYBG1	127	357	71	24	94	37
RTN4IP1	46	69	29	36	52	52
QRSL1	329	333	201	193	187	157
RPL21P65	0	0	0	0	0	0
MIR587	0	0	0	0	0	0
CNN2P9	2	1	1	4	0	3
AMD1	687	575	543	851	589	736
GTF3C6	361	531	501	313	496	724
RPF2	477	413	478	463	463	725
GSTM2P1	2	14	4	7	10	3
RNU6-824P	0	0	0	0	0	0
MIR1273C	0	0	0	0	0	0
U8	1	0	0	0	0	0
LOC100421330	0	0	0	1	0	0
TFB1M	115	194	121	85	90	218
CLDN20	1	4	1	0	1	2
NOX3	0	1	1	0	0	0
DDR1-DT	0	0	0	0	0	0
GTF2H4	4	4	2	4	1	1
